ex-med-pho,/9CG1W23/CNFCW009CV017U/,Dell Inc.,Dell Inc. OptiPlex 3070,10.125.74.218,ex.cruises.princess.com,Enchanted Princess,ServiceNow,Computer,5/20/2023 12:04,
ex-crew-desk2,/9512W23/CNFCW0001207JR/,Dell Inc.,Dell Inc. OptiPlex 3070,10.125.73.191,,Enchanted Princess,ServiceNow,Computer,5/20/2023 11:58,
ex-btq-mgr,/9952W23/CNFCW0001206YM/,Dell Inc.,Dell Inc. OptiPlex 3070,10.125.73.192,ex.cruises.princess.com,Enchanted Princess,ServiceNow,Computer,5/20/2023 11:57,
ex-tech-trststr,/9B45W23/CNFCW0001104CW/,Dell Inc.,Dell Inc. OptiPlex 3070,10.125.72.34,,Enchanted Princess,ServiceNow,Computer,5/20/2023 11:40,
ipitolap1,/7HJR2G2/CN1296374G00CC/,Dell Inc.,Dell Inc. Latitude E7470,172.29.211.8,ip.cruises.princess.com,Island Princess,ServiceNow,Computer,4/27/2023 0:29,
apshxoff1,/7G52X63/CNPEC0005200X7/,Dell Inc.,Dell Inc. OptiPlex 3080,172.29.227.17,,Grand Princess,ServiceNow,Computer,5/20/2023 10:11,
ex-med-triage2,/9B83W23/CNFCW0001202OT/,Dell Inc.,Dell Inc. OptiPlex 3070,10.125.73.195,,Enchanted Princess,ServiceNow,Computer,5/20/2023 12:04,
ex-tech-store2,/9BD2W23/CNFCW0001302XQ/,Dell Inc.,Dell Inc. OptiPlex 3070,10.125.74.72,,Enchanted Princess,ServiceNow,Computer,5/20/2023 12:04,
ipcasvault,MJ445CM,LENOVO,LENOVO 3238CH6,172.29.209.180,ip.cruises.princess.com,Island Princess,ServiceNow,Computer,4/27/2023 0:42,
ipshxoffice1,/77X1X63/CNPEC0005106JX/,Dell Inc.,Dell Inc. OptiPlex 3080,172.29.209.121,ip.cruises.princess.com,Island Princess,ServiceNow,Computer,4/27/2023 0:38,
ap-frntdesk-3,/B11ZHL2/CNPE10078G0AML/,Dell Inc.,Dell Inc. OptiPlex 3050,172.29.227.29,ap.cruises.princess.com,Grand Princess,ServiceNow,Computer,5/1/2023 22:54,
ex-ent-yam,/97R3W23/CNFCW00011047Z/,Dell Inc.,Dell Inc. OptiPlex 3070,10.125.74.147,,Enchanted Princess,ServiceNow,Computer,5/20/2023 12:03,
iphkplaudoff1,/26YZCS2/CNPE10088T1OCS/,Dell Inc.,Dell Inc. OptiPlex 3050,172.29.211.2,ip.cruises.princess.com,Island Princess,ServiceNow,Computer,4/27/2023 0:30,
ipdek1off1,/1DGD6S3/CNWS20025O01C5/,Dell Inc.,Dell Inc. OptiPlex 3000,172.29.210.254,ip.cruises.princess.com,Island Princess,ServiceNow,Computer,4/27/2023 0:33,
ipshxmgroff1,/7RN3X63/CNPEC0005106YW/,Dell Inc.,Dell Inc. OptiPlex 3080,172.29.209.33,ip.cruises.princess.com,Island Princess,ServiceNow,Computer,4/27/2023 0:05,
ex-deck-envolap,/6JZNL33/CNCMK0004H0ECD/,Dell Inc.,Dell Inc. Latitude 5400,10.125.67.47,ex.cruises.princess.com,Enchanted Princess,ServiceNow,Computer,5/5/2023 20:30,
cb-cascashier,MJ00P7FB,LENOVO,LENOVO 10AAS0J300,172.29.194.45,cb.cruises.princess.com,Caribbean Princess,ServiceNow,Computer,5/20/2023 9:21,
ipgstfrntdsk4,/DGBLMR2/CNPE10088T1S7E/,Dell Inc.,Dell Inc. OptiPlex 3050,172.29.210.169,ip.cruises.princess.com,Island Princess,ServiceNow,Computer,4/27/2023 0:25,
ap-gsvc-sanitat,/CLG2X63/CNPEC0004F00PE/,Dell Inc.,Dell Inc. OptiPlex 3080,172.29.226.144,ap.cruises.princess.com,Grand Princess,ServiceNow,Computer,5/20/2023 10:15,
cb-cdir4,MJ00P7GF,LENOVO,LENOVO 10AAS0J300,172.29.194.117,cb.cruises.princess.com,Caribbean Princess,ServiceNow,Computer,5/20/2023 9:20,
cb-itolap1,/31HHZY2/CNCMK0098U0039/,Dell Inc.,Dell Inc. Latitude 7480,172.29.194.225,cb.cruises.princess.com,Caribbean Princess,ServiceNow,Computer,5/20/2023 8:48,
apdekenvoff1,/9HMMXK2/CNPE10076Q07S7/,Dell Inc.,Dell Inc. OptiPlex 3050,172.29.226.177,,Grand Princess,ServiceNow,Computer,5/20/2023 10:00,AP-
ex-med-snur,/95Q2W23/CNFCW0001207JV/,Dell Inc.,Dell Inc. OptiPlex 3070,10.125.73.135,ex.cruises.princess.com,Enchanted Princess,ServiceNow,Computer,5/20/2023 12:01,
cb-ilo001,/2T0KH63/CNPE100085003C/,Dell Inc.,Dell Inc. OptiPlex 7480 AIO,172.29.195.12,cb.cruises.princess.com,Caribbean Princess,ServiceNow,Computer,5/20/2023 9:00,
cbitaito1lap,/5ZNHZY2/CNCMK0098U0030/,Dell Inc.,Dell Inc. Latitude 7480,172.29.193.123,cb.cruises.princess.com,Caribbean Princess,ServiceNow,Computer,5/20/2023 9:00,
cb-prov-mstr,MJ00P7D2,LENOVO,LENOVO 10AAS0J300,172.29.194.126,cb.cruises.princess.com,Caribbean Princess,ServiceNow,Computer,5/20/2023 9:30,
ex-deck-xisfty1,/9D5YV23/CNFCW00012079T/,Dell Inc.,Dell Inc. OptiPlex 3070,10.125.72.23,,Enchanted Princess,ServiceNow,Computer,5/20/2023 11:42,
ex-gsvc-ahgm,/HVCZ9Z2/CNFCW0097S04YT/,Dell Inc.,Dell Inc. OptiPlex 3060,10.125.73.69,ex.cruises.princess.com,Enchanted Princess,ServiceNow,Computer,5/20/2023 12:00,
iptecs1eoff,/7ND1X63/CNPEC0004S00RI/,Dell Inc.,Dell Inc. OptiPlex 3080,172.29.209.114,ip.cruises.princess.com,Island Princess,ServiceNow,Computer,4/27/2023 0:40,
cb-itspare8,L1HF5AW04EA,LENOVO,LENOVO 20BWS1VY00,172.29.193.99,cb.cruises.princess.com,Caribbean Princess,ServiceNow,Computer,4/27/2023 16:25,
cb-fnb-bevstr,MJ00P7CF,LENOVO,LENOVO 10AAS0J300,172.29.194.246,cb.cruises.princess.com,Caribbean Princess,ServiceNow,Computer,5/20/2023 9:21,
ipilo01,/B7N1MN2/CNPE10081J0CTV/,Dell Inc.,Dell Inc. OptiPlex 7450 AIO,172.29.210.191,ip.cruises.princess.com,Island Princess,ServiceNow,Computer,4/27/2023 0:30,
ex-fnb-provmst,/JRT20J2/CNFCW009CJ00M9/,Dell Inc.,Dell Inc. OptiPlex 3070,10.125.74.145,,Enchanted Princess,ServiceNow,Computer,5/20/2023 12:09,
ap-frntdesk-4,/GR568M2/CNPE1007AB0DGQ/,Dell Inc.,Dell Inc. OptiPlex 3050,172.29.227.135,ap.cruises.princess.com,Grand Princess,ServiceNow,Computer,5/1/2023 22:55,
ipitozebrapc1,/7NW1X63/CNPEC0005200WE/,Dell Inc.,Dell Inc. OptiPlex 3080,172.29.209.184,ip.cruises.princess.com,Island Princess,ServiceNow,Computer,4/27/2023 0:39,
ip-aims-ivr,MJ0252LF,LENOVO,LENOVO 10A7000BUS,172.29.208.129,ip.cruises.princess.com,Island Princess,ServiceNow,Computer,4/27/2023 0:20,
ex-cas-host1,/JRV4LG2/CNFCW009CI01Z6/,Dell Inc.,Dell Inc. OptiPlex 3070,10.125.73.92,ex.cruises.princess.com,Enchanted Princess,ServiceNow,Computer,5/20/2023 11:30,
ipitooff1,/GYJ5JV2/CNPE1009131OCS/,Dell Inc.,Dell Inc. OptiPlex 3050,172.29.210.157,ip.cruises.princess.com,Island Princess,ServiceNow,Computer,4/27/2023 0:34,
aphrsprincessu2,/G8VCX53/CNPEC0004I036M/,Dell Inc.,Dell Inc. OptiPlex 3080,172.29.227.63,,Grand Princess,ServiceNow,Computer,5/20/2023 10:15,
ex-cas-hostlap2,/8KSQL33/CNCMK0004H0ECC/,Dell Inc.,Dell Inc. Latitude 5400,10.125.67.157,ex.cruises.princess.com,Enchanted Princess,ServiceNow,Computer,5/3/2023 7:00,
cb-ito-display,MJ00P7DK,LENOVO,LENOVO 10AAS0J300,172.29.194.191,cb.cruises.princess.com,Caribbean Princess,ServiceNow,Computer,5/20/2023 8:51,
ex-gsvc-fds,/94G0W23/CNFCW0001104BZ/,Dell Inc.,Dell Inc. OptiPlex 3070,10.125.73.73,ex.cruises.princess.com,Enchanted Princess,ServiceNow,Computer,5/20/2023 11:52,
ex-fnb-hotelinv,/JRH0W23/CNFCW009CE04SB/,Dell Inc.,Dell Inc. OptiPlex 3070,10.125.74.153,,Enchanted Princess,ServiceNow,Computer,5/20/2023 12:04,
apteceofh1,/CH09X63/CNPEC0004F0199/,Dell Inc.,Dell Inc. OptiPlex 3080,172.29.227.188,ap.cruises.princess.com,Grand Princess,ServiceNow,Computer,5/20/2023 10:10,
apphogal,/CLF2X63/CNPEC00047010K/,Dell Inc.,Dell Inc. OptiPlex 3080,172.29.227.27,,Grand Princess,ServiceNow,Computer,5/20/2023 10:03,
ap-tech-engstor,/7DN2X63/CNPEC0005200VG/,Dell Inc.,Dell Inc. OptiPlex 3080,172.29.227.194,ap.cruises.princess.com,Grand Princess,ServiceNow,Computer,5/20/2023 10:06,
ex-tech-wtrtech,/9782W23/CNFCW0001104PE/,Dell Inc.,Dell Inc. OptiPlex 3070,10.125.74.73,ex.cruises.princess.com,Enchanted Princess,ServiceNow,Computer,5/20/2023 12:06,
ipshxdesk2,/7R71X63/CNPEC0005106W6/,Dell Inc.,Dell Inc. OptiPlex 3080,172.29.209.79,ip.cruises.princess.com,Island Princess,ServiceNow,Computer,4/27/2023 0:18,
ex-med-nur,/JRV2TR2/CNFCW009CH029D/,Dell Inc.,Dell Inc. OptiPlex 3070,10.125.73.198,ex.cruises.princess.com,Enchanted Princess,ServiceNow,Computer,5/20/2023 12:09,
ex-ent-music,/JLT2W23/CNFCW009CJ025G/,Dell Inc.,Dell Inc. OptiPlex 3070,10.125.73.63,ex.cruises.princess.com,Enchanted Princess,ServiceNow,Computer,5/20/2023 11:59,
ap-ilo-pc-2,/2SRJH63/CNPE10007U06M7/,Dell Inc.,Dell Inc. OptiPlex 7480 AIO,172.29.227.79,ap.cruises.princess.com,Grand Princess,ServiceNow,Computer,5/20/2023 10:13,
iptecstoreoff2,/7RM4X63/CNPEC00051077K/,Dell Inc.,Dell Inc. OptiPlex 3080,172.29.209.50,ip.cruises.princess.com,Island Princess,ServiceNow,Computer,4/27/2023 0:41,
ap-gsvc-astadmn,/7GT2X63/CNPEC0004U002M/,Dell Inc.,Dell Inc. OptiPlex 3080,172.29.227.132,ap.cruises.princess.com,Grand Princess,ServiceNow,Computer,5/20/2023 10:14,
ex-printshop1,/80CW4K3/CNPEC0017C02P7/,Dell Inc.,Dell Inc. OptiPlex 3080,10.125.74.164,ex.cruises.princess.com,Enchanted Princess,ServiceNow,Computer,5/20/2023 11:42,
ex-tech-plumwrk,/9GKZV23/CNFCW009CV01G8/,Dell Inc.,Dell Inc. OptiPlex 3070,10.125.74.8,,Enchanted Princess,ServiceNow,Computer,5/20/2023 12:08,
ipmedtriagelap2,L1HF59W082Y,LENOVO,LENOVO 20BWS1VY00,172.29.209.95,ip.cruises.princess.com,Island Princess,ServiceNow,Computer,4/23/2023 13:00,
ex-boutiq-str1,/96F0W23/CNFCW0001201Q1/,Dell Inc.,Dell Inc. OptiPlex 3070,10.125.73.31,ex.cruises.princess.com,Enchanted Princess,ServiceNow,Computer,5/20/2023 11:46,
ex-gsvc-hgm,/9930W23/CNFCW0001206LQ/,Dell Inc.,Dell Inc. OptiPlex 3070,10.125.73.12,,Enchanted Princess,ServiceNow,Computer,5/20/2023 12:00,
ex-gsvc-gsm,/9542W23/CNFCW0001104DH/,Dell Inc.,Dell Inc. OptiPlex 3070,10.125.73.136,ex.cruises.princess.com,Enchanted Princess,ServiceNow,Computer,5/20/2023 12:03,
ex-btq-watchlap,/7FSQL33/CNCMK0004H0D55/,Dell Inc.,Dell Inc. Latitude 5400,10.125.67.150,ex.cruises.princess.com,Enchanted Princess,ServiceNow,Computer,5/5/2023 20:24,
ex-lndy-dk8,,,Unknown,10.125.74.224,ex.cruises.princess.com,Enchanted Princess,ServiceNow,Computer,5/5/2023 20:45,
ipfnbchef3,/876VSD2/CN7220067T012H/,Dell Inc.,Dell Inc. OptiPlex 3040,172.29.209.201,ip.cruises.princess.com,Island Princess,ServiceNow,Computer,4/27/2023 0:28,
ipmednurs01,/CCP1R53/CNPEC0003M07EC/,Dell Inc.,Dell Inc. OptiPlex 3070,172.29.210.143,ip.cruises.princess.com,Island Princess,ServiceNow,Computer,4/27/2023 0:19,
ruilo09,/7HR0XM3/CNPE1002230A2I/,Dell Inc.,Dell Inc. OptiPlex 7490 AIO,10.28.240.143,ru.cruises.princess.com,Ruby Princess,ServiceNow,Computer,5/6/2023 11:33,
cb-med3,MJ00P7BH,LENOVO,LENOVO 10AAS0J300,172.29.194.210,cb.cruises.princess.com,Caribbean Princess,ServiceNow,Computer,5/20/2023 9:27,
ex-ilo-06,/90PR513/CNPE10098H0209/,Dell Inc.,Dell Inc. OptiPlex 7470 AIO,10.125.73.204,ex.cruises.princess.com,Enchanted Princess,ServiceNow,Computer,5/20/2023 12:01,
cb-comms3,MJ00P7D1,LENOVO,LENOVO 10AAS0J300,172.29.194.240,cb.cruises.princess.com,Caribbean Princess,ServiceNow,Computer,5/20/2023 9:23,
apentcdiroff2,/GQN18M2/CNPE1007AU0KJR/,Dell Inc.,Dell Inc. OptiPlex 3050,172.29.227.18,,Grand Princess,ServiceNow,Computer,5/20/2023 10:06,
ex-frntdesk-5,/9CT2W23/CNFCW0001302QE/,Dell Inc.,Dell Inc. OptiPlex 3070,10.125.73.10,ex.cruises.princess.com,Enchanted Princess,ServiceNow,Computer,5/20/2023 11:59,
ex-med-ecarlap1,/3Y7NL33/CNCMK0004H0E35/,Dell Inc.,Dell Inc. Latitude 5400,10.125.67.25,ex.cruises.princess.com,Enchanted Princess,ServiceNow,Computer,5/3/2023 7:00,
cbdinamaitred,MJ00P7BE,LENOVO,LENOVO 10AAS0J300,172.29.193.58,cb.cruises.princess.com,Caribbean Princess,ServiceNow,Computer,5/20/2023 9:30,
ap-crewoff-dsk1,/77R4X63/CNPEC00051070Z/,Dell Inc.,Dell Inc. OptiPlex 3080,172.29.227.216,ap.cruises.princess.com,Grand Princess,ServiceNow,Computer,5/20/2023 10:03,
ap-gsvc-night,/7CN9X63/CNPEC0005200U3/,Dell Inc.,Dell Inc. OptiPlex 3080,172.29.227.120,ap.cruises.princess.com,Grand Princess,ServiceNow,Computer,5/20/2023 9:57,
appholab1,/7CZ2X63/CNPEC0005200HG/,Dell Inc.,Dell Inc. OptiPlex 3080,172.29.226.192,,Grand Princess,ServiceNow,Computer,5/20/2023 10:15,
ex-gsvc-linen,/9GFZV23/CNFCW00013030B/,Dell Inc.,Dell Inc. OptiPlex 3070,10.125.73.27,ex.cruises.princess.com,Enchanted Princess,ServiceNow,Computer,5/20/2023 11:30,
ex-deck-stcp,/HVDV9Z2/CNFCW0097S04JE/,Dell Inc.,Dell Inc. OptiPlex 3060,10.125.72.26,ex.cruises.princess.com,Enchanted Princess,ServiceNow,Computer,5/20/2023 11:50,Staff Captain Office
cb-deckbrg2,/C7DWQ53/CNPEC000470HGR/,Dell Inc.,Dell Inc. OptiPlex 3070,172.29.194.158,cb.cruises.princess.com,Caribbean Princess,ServiceNow,Computer,5/20/2023 8:47,
cb-linen,MJ00P7C2,LENOVO,LENOVO 10AAS0J300,172.29.194.116,cb.cruises.princess.com,Caribbean Princess,ServiceNow,Computer,5/20/2023 9:20,
ex-gsvc-astadmi,/9CS2W23/CNFCW0001201X4/,Dell Inc.,Dell Inc. OptiPlex 3070,10.125.73.37,ex.cruises.princess.com,Enchanted Princess,ServiceNow,Computer,5/20/2023 11:51,
ipdekbosun1,/7JV1X63/CNPEC0004U00KV/,Dell Inc.,Dell Inc. OptiPlex 3080,172.29.209.182,ip.cruises.princess.com,Island Princess,ServiceNow,Computer,4/27/2023 0:42,
ex-ent-cdir,,,Unknown,10.125.73.74,ex.cruises.princess.com,Enchanted Princess,ServiceNow,Computer,5/20/2023 12:01,
ipgstzebra,/7RG1X63/CNPEC0004U00MY/,Dell Inc.,Dell Inc. OptiPlex 3080,172.29.209.139,ip.cruises.princess.com,Island Princess,ServiceNow,Computer,4/27/2023 0:21,
ex-eltc-wrkshop,/HVF1BZ2/CNFCW0097S00BF/,Dell Inc.,Dell Inc. OptiPlex 3060,10.125.74.6,ex.cruises.princess.com,Enchanted Princess,ServiceNow,Computer,5/20/2023 12:15,
ipsecsupvoff1,/7R33X63/CNPEC0005106NB/,Dell Inc.,Dell Inc. OptiPlex 3080,172.29.209.57,ip.cruises.princess.com,Island Princess,ServiceNow,Computer,4/27/2023 0:38,
ex-deck-seco,/HVCT9Z2/CNFCW0097S00KM/,Dell Inc.,Dell Inc. OptiPlex 3060,10.125.72.193,ex.cruises.princess.com,Enchanted Princess,ServiceNow,Computer,5/20/2023 12:02,
ap-gsvc-bbd,/6ZQKP13/CNCMK000192489/,Dell Inc.,Dell Inc. Latitude 5400,172.29.226.217,,Grand Princess,ServiceNow,Computer,5/20/2023 10:15,
apcaspit1,/G6NFX53/CNPEC0004104H1/,Dell Inc.,Dell Inc. OptiPlex 3080,172.29.226.137,ap.cruises.princess.com,Grand Princess,ServiceNow,Computer,5/20/2023 10:15,
ipmedhltcrasst1,/8VQ06M3/CNCMK00234107B/,Dell Inc.,Dell Inc. Latitude 5420,172.29.209.75,ip.cruises.princess.com,Island Princess,ServiceNow,Computer,4/27/2023 0:27,
ex-gal-souschef,/9DC3W23/CNFCW0001302Q7/,Dell Inc.,Dell Inc. OptiPlex 3070,10.125.74.165,,Enchanted Princess,ServiceNow,Computer,5/20/2023 11:47,
cb-youth-ctr,MJ00P7BF,LENOVO,LENOVO 10AAS0J300,172.29.195.98,cb.cruises.princess.com,Caribbean Princess,ServiceNow,Computer,5/20/2023 9:26,
cb-napa-stab,PHUQC0BE2CV0OX,HP,HP HP EliteDesk 800 G5 SFF,172.29.194.107,cb.cruises.princess.com,Caribbean Princess,ServiceNow,Computer,5/20/2023 8:47,
apshxdesk3,/8F9HRD2/CN7220066G00O3/,Dell Inc.,Dell Inc. OptiPlex 3040,172.29.227.9,,Grand Princess,ServiceNow,Computer,5/20/2023 10:13,
apdinamaitred,/7DB9X63/CNPEC0005108QY/,Dell Inc.,Dell Inc. OptiPlex 3080,172.29.226.236,,Grand Princess,ServiceNow,Computer,5/20/2023 10:00,
ex-rest-maitred,/94TZV23/CNFCW0001104AK/,Dell Inc.,Dell Inc. OptiPlex 3070,10.125.74.4,,Enchanted Princess,ServiceNow,Computer,5/20/2023 12:00,
ipitoaitooff1,/26YWCS2/CNPE10088T1MBM/,Dell Inc.,Dell Inc. OptiPlex 3050,172.29.209.36,ip.cruises.princess.com,Island Princess,ServiceNow,Computer,4/27/2023 0:03,
cb-pcon-coral,MJ00P7G9,LENOVO,LENOVO 10AAS0J300,172.29.194.122,cb.cruises.princess.com,Caribbean Princess,ServiceNow,Computer,5/20/2023 9:30,
ex-tech-intrnet,/99J1W23/CNFCW0001104CT/,Dell Inc.,Dell Inc. OptiPlex 3070,10.125.74.132,ex.cruises.princess.com,Enchanted Princess,ServiceNow,Computer,5/20/2023 11:52,
ex-deck-3off,/982ZV23/CNFCW0001201VG/,Dell Inc.,Dell Inc. OptiPlex 3070,10.125.72.35,,Enchanted Princess,ServiceNow,Computer,5/20/2023 11:40,
apshxoff2,/79P7X63/CNPEC00051083T/,Dell Inc.,Dell Inc. OptiPlex 3080,172.29.227.214,ap.cruises.princess.com,Grand Princess,ServiceNow,Computer,5/20/2023 10:10,
cbdinsteamlap,/HL3NJR3/CNCMK0027R0995/,Dell Inc.,Dell Inc. Latitude 5430,172.29.194.254,cb.cruises.princess.com,Caribbean Princess,ServiceNow,Computer,5/20/2023 9:00,
cb-tech-cheto,/BKHJX53/CNFCW0007800A7/,Dell Inc.,Dell Inc. OptiPlex 3070,172.29.194.78,cb.cruises.princess.com,Caribbean Princess,ServiceNow,Computer,5/20/2023 8:50,
apdekcaptoff,/J09ZCS2/CNPE10088T1EU5/,Dell Inc.,Dell Inc. OptiPlex 3050,172.29.227.93,ap.cruises.princess.com,Grand Princess,ServiceNow,Computer,5/20/2023 10:05,
ex-gsvc-htlctrl,/9C44W23/CNFCW0001201DU/,Dell Inc.,Dell Inc. OptiPlex 3070,10.125.74.161,ex.cruises.princess.com,Enchanted Princess,ServiceNow,Computer,5/20/2023 11:50,
aptecclerk,/G7JGX53/CNPEC0004I0359/,Dell Inc.,Dell Inc. OptiPlex 3080,172.29.226.184,ap.cruises.princess.com,Grand Princess,ServiceNow,Computer,5/20/2023 10:00,
cb-pcon-island,MJ00P7DR,LENOVO,LENOVO 10AAS0J300,172.29.194.60,cb.cruises.princess.com,Caribbean Princess,ServiceNow,Computer,5/20/2023 9:31,
ex-printshop-2,/JRSNZL2/CNFCW009CK04JV/,Dell Inc.,Dell Inc. OptiPlex 3070,10.125.74.163,ex.cruises.princess.com,Enchanted Princess,ServiceNow,Computer,5/6/2023 18:41,
cb-tech-ecr2,MJ00P7AV,LENOVO,LENOVO 10AAS0J300,172.29.195.83,cb.cruises.princess.com,Caribbean Princess,ServiceNow,Computer,5/20/2023 9:27,ECR PC 2
cb-deckbrgdis,/BJRBX53/CNFCW000770217/,Dell Inc.,Dell Inc. OptiPlex 3070,172.29.194.71,cb.cruises.princess.com,Caribbean Princess,ServiceNow,Computer,5/20/2023 8:51,
aptecstoreoff1,/G8XFX53/CNPEC0004I02YN/,Dell Inc.,Dell Inc. OptiPlex 3080,172.29.226.109,,Grand Princess,ServiceNow,Computer,5/20/2023 10:00,
ipgstadminoff1,/7RB7X63/CNPEC0004S04PC/,Dell Inc.,Dell Inc. OptiPlex 3080,172.29.209.144,ip.cruises.princess.com,Island Princess,ServiceNow,Computer,4/27/2023 0:38,
ex-oneocean-dek,/F1GDJ23/CNFCW009CM03NQ/,Dell Inc.,Dell Inc. OptiPlex 3070,10.125.72.30,,Enchanted Princess,ServiceNow,Computer,5/20/2023 11:36,
cb-cch-off,MJ00P7BG,LENOVO,LENOVO 10AAS0J300,172.29.193.55,cb.cruises.princess.com,Caribbean Princess,ServiceNow,Computer,5/20/2023 9:29,
